neg,neu,pos,compound
0.089,0.857,0.054,-0.4914
0.273,0.675,0.051,-0.7845
0.0,1.0,0.0,0.0
0.077,0.843,0.08,0.0258
0.095,0.81,0.095,0.0094
0.299,0.701,0.0,-0.7506
0.056,0.908,0.036,-0.2177
0.0,1.0,0.0,0.0
0.104,0.869,0.027,-0.5423
0.108,0.797,0.095,-0.4404
0.0,1.0,0.0,0.0
0.129,0.8,0.071,-0.5615
0.0,0.896,0.104,0.5931
0.092,0.778,0.13,0.0772
0.0,0.924,0.076,0.0828
0.155,0.797,0.047,-0.7184
0.0,1.0,0.0,0.0
0.088,0.808,0.104,0.25
0.08,0.779,0.141,0.34
0.041,0.894,0.064,0.128
0.064,0.801,0.135,0.7351
0.044,0.869,0.087,0.34
0.149,0.78,0.071,-0.3381
0.0,0.849,0.151,0.1531
0.135,0.727,0.137,0.2617
0.181,0.741,0.078,-0.9604
0.195,0.649,0.157,-0.1321
0.081,0.919,0.0,-0.296
0.203,0.707,0.09,-0.7866
0.162,0.817,0.021,-0.9001
0.0,1.0,0.0,0.0
0.079,0.921,0.0,-0.8439
0.098,0.827,0.075,0.0258
0.109,0.641,0.25,0.9074
0.0,0.894,0.106,0.7964
0.082,0.883,0.035,-0.4767
0.123,0.744,0.133,0.304
0.096,0.677,0.227,0.8519
0.013,0.894,0.093,0.9062
0.067,0.828,0.104,0.0516
0.055,0.886,0.059,0.0408
0.0,0.872,0.128,0.3612
0.0,0.904,0.096,0.1531
0.0,0.959,0.041,0.1531
0.076,0.825,0.099,-0.0334
0.372,0.628,0.0,-0.7964
0.108,0.832,0.061,-0.659
0.0,0.967,0.033,0.1326
0.015,0.92,0.065,0.875
0.0,0.535,0.465,0.6239
0.0,0.767,0.233,0.6908
0.0,0.872,0.128,0.296
0.0,1.0,0.0,0.0
0.06,0.858,0.082,0.0516
0.333,0.667,0.0,-0.8176
0.091,0.743,0.166,0.6705
0.084,0.736,0.181,0.6868
0.042,0.886,0.071,0.128
0.0,0.87,0.13,0.743
0.0,0.983,0.017,0.0516
0.0,0.714,0.286,0.5859
0.0,0.929,0.071,0.296
0.068,0.932,0.0,-0.296
0.13,0.769,0.101,-0.7115
0.0,0.825,0.175,0.9287
0.06,0.766,0.174,0.2905
0.066,0.785,0.15,0.7369
0.027,0.932,0.041,0.2732
0.152,0.821,0.027,-0.8074
0.084,0.916,0.0,-0.296
0.0,0.872,0.128,0.9169
0.0,1.0,0.0,0.0
0.074,0.926,0.0,-0.1531
0.263,0.657,0.081,-0.5574
0.28,0.604,0.116,-0.93
0.0,1.0,0.0,0.0
0.0,0.714,0.286,0.5267
0.059,0.835,0.106,0.4019
0.245,0.687,0.069,-0.6249
0.0,1.0,0.0,0.0
0.252,0.579,0.169,-0.4588
0.114,0.781,0.105,-0.2601
0.147,0.773,0.08,-0.7884
0.116,0.884,0.0,-0.5859
0.0,0.753,0.247,0.8481
0.09,0.787,0.124,0.2263
0.339,0.661,0.0,-0.8824
0.239,0.761,0.0,-0.9324
0.132,0.727,0.141,0.3172
0.06,0.808,0.132,0.4767
0.0,0.858,0.142,0.8555
0.0,1.0,0.0,0.0
0.279,0.721,0.0,-0.4767
0.024,0.864,0.112,0.9312
0.257,0.701,0.043,-0.7574
0.0,0.94,0.06,0.4019
0.0,0.91,0.09,0.5165
0.033,0.726,0.241,0.8636
0.0,1.0,0.0,0.0
0.072,0.928,0.0,-0.7139
0.266,0.734,0.0,-0.4404
0.07,0.843,0.087,0.4767
0.105,0.806,0.089,-0.2023
0.072,0.802,0.126,0.2057
0.0,1.0,0.0,0.0
0.139,0.759,0.101,-0.1531
0.257,0.649,0.094,-0.7579
0.0,0.886,0.114,0.4767
0.14,0.745,0.115,-0.2263
0.0,0.935,0.065,0.25
0.04,0.857,0.103,0.4019
0.0,1.0,0.0,0.0
0.061,0.801,0.138,0.6249
0.026,0.809,0.165,0.9022
0.047,0.745,0.208,0.7264
0.108,0.801,0.091,0.0253
0.065,0.903,0.032,-0.3612
0.1,0.753,0.147,0.34
0.138,0.757,0.105,-0.296
0.0,1.0,0.0,0.0
0.256,0.668,0.076,-0.5801
0.075,0.849,0.075,-0.7887
0.102,0.771,0.127,0.3182
0.0,0.876,0.124,0.4019
0.093,0.878,0.029,-0.5411
0.087,0.913,0.0,-0.2732
0.08,0.744,0.176,0.9081
0.145,0.855,0.0,-0.296
0.057,0.907,0.036,-0.2263
0.143,0.755,0.101,-0.7901
0.291,0.625,0.083,-0.6114
0.034,0.813,0.153,0.7783
0.072,0.846,0.082,-0.079
0.061,0.838,0.101,0.34
0.159,0.736,0.105,-0.34
0.0,1.0,0.0,0.0
0.168,0.759,0.073,-0.683
0.0,0.943,0.057,0.2732
0.199,0.695,0.106,-0.7269
0.166,0.749,0.085,-0.8225
0.0,0.868,0.132,0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.165,0.67,0.165,0.0
0.076,0.868,0.056,-0.1531
0.037,0.871,0.092,0.5604
0.0,1.0,0.0,0.0
0.065,0.824,0.111,0.3182
0.116,0.884,0.0,-0.1139
0.105,0.867,0.028,-0.7079
0.041,0.826,0.133,0.8687
0.064,0.89,0.046,-0.1744
0.185,0.734,0.081,-0.7579
0.05,0.869,0.081,0.3387
0.068,0.854,0.078,0.2023
0.0,0.714,0.286,0.6808
0.038,0.866,0.096,0.5574
0.033,0.864,0.103,0.4588
0.08,0.846,0.074,0.2944
0.0,0.816,0.184,0.6369
0.111,0.785,0.104,-0.3182
0.056,0.833,0.111,0.3818
0.0,0.954,0.046,0.0772
0.039,0.852,0.109,0.5267
0.0,1.0,0.0,0.0
0.184,0.79,0.026,-0.9302
0.124,0.796,0.08,-0.2263
0.027,0.883,0.09,0.6249
0.194,0.73,0.076,-0.5207
0.0,0.944,0.056,0.2406
0.188,0.812,0.0,-0.8126
0.145,0.739,0.116,-0.5423
0.128,0.872,0.0,-0.6908
0.0,1.0,0.0,0.0
0.263,0.692,0.045,-0.9694
0.093,0.802,0.105,0.0772
0.0,0.874,0.126,0.7003
0.03,0.926,0.044,0.0
0.198,0.802,0.0,-0.6361
0.129,0.808,0.063,-0.3818
0.0,1.0,0.0,0.0
0.0,0.944,0.056,0.5423
0.086,0.805,0.109,-0.0498
0.063,0.85,0.088,0.1431
0.078,0.922,0.0,-0.296
